"flagged","Flag_1","Flag_2","Contextual","Veracity","Rebuttal","Lingual.overlap","Content.overlap","text_y","quote_tweets","date","favorites","retweets","day","id","replies","fraud","won","ballots"
"Y","Learn about US 2020 election security efforts","",1,0,0,0,1,"The Secretary of State and Governor of Georgia, both so-called “Republicans”, aren’t allowing Fulton County to go through the vital Voter Signature Verification process. Also, they are not allowing Republican “watchers” to be present and verify! @BrianKempGA",5000,"2020-12-18 15:17:45",181668,51939,"2020-12-18",1339953001847529984,34832,1,0,0
"N","","",0,0,0,0,0,"THANK YOU to the GREAT men and women of @FedEx and @UPS for driving through the storms this week to deliver millions of doses of the vaccine across the country. Two Great American Companies!",23000,"2020-12-18 16:30:13",263908,38403,"2020-12-18",1339971240157740032,22449,0,0,0
"N","","",0,0,0,0,0,"Congratulations, the Moderna vaccine is now available!",35000,"2020-12-19 0:47:30",270657,31214,"2020-12-19",1340096386113690112,37509,0,0,0
"N","","",0,0,0,0,0,"One of the Trump Administration’s great achievements into the future will be the authorization and start up of the SPACE FORCE. 75 years since Air Force. Congratulations to all! https://t.co/iG011Jt50r",15000,"2020-12-19 14:18:10",124233,25016,"2020-12-19",1340300394640120064,12931,0,0,0
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,2,1,0,"He didn’t win the Election. He lost all 6 Swing States, by a lot. They then dumped hundreds of thousands of votes in each one, and got caught. Now Republican politicians have to fight so that their great victory is not stolen. Don’t be weak fools! https://t.co/d9Bgu8XPIj",76000,"2020-12-19 14:41:03",225840,64973,"2020-12-19",1340306154031859968,64198,1,1,0
"N","","",0,0,0,0,0,"The Cyber Hack is far greater in the Fake News Media than in actuality. I have been fully briefed and everything is well under control. Russia, Russia, Russia is the priority chant when anything happens because Lamestream is, for mostly financial reasons, petrified of....",9000,"2020-12-19 16:30:11",196757,49136,"2020-12-19",1340333618691000064,110295,0,0,0
"N","","",0,0,0,0,0,"Very happy to have helped get @WreathsAcross America so beautifully open and operating today. Congratulations to all of those who have worked so hard for this great success!",879,"2020-12-19 19:09:51",164286,27429,"2020-12-19",1340373798617560064,9705,0,0,0
"N","","",0,0,0,0,0,"The entire WORLD is being badly hurt by the China Virus, but if you listen to the Fake News Lamestream Media, and Big Tech, you would think that we are the only one. No, but we are the Country that developed vaccines, and years ahead of schedule! https://t.co/z1UoJ8lbTm",14000,"2020-12-19 19:19:18",90004,20622,"2020-12-19",1340376176695630080,16965,0,0,0
"N","","",0,0,0,0,0,"We don’t want to have lockdowns. The cure cannot be worse than the problem itself! https://t.co/sHBJfG9T8X",4000,"2020-12-19 19:23:19",148590,35763,"2020-12-19",1340377186847630080,26326,0,0,0
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,2,1,0,"The lie of the year is that Joe Biden won! Christina Bobb @OANN",55000,"2020-12-19 19:59:20",294812,62329,"2020-12-19",1340386251866830080,46817,0,1,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Watch @RealPNavarro NOW on the Election Fraud. @JesseBWatters  @FoxNews",12000,"2020-12-20 1:18:25",153928,31798,"2020-12-20",1340466552420900096,15358,1,0,0
"N","","",0,0,0,0,0,"As badly as we were treated in Georgia by the “Republican” Governor and “Republican” Secretary of State, we must have a massive victory for two great people, @KLoeffler &amp; @sendavidperdue, on January 5th. I will be having a big Rally for them on Monday night, January 4th. WIN!",16000,"2020-12-20 4:53:24",155710,33955,"2020-12-20",1340520653653459968,13930,1,0,0
"N","","",0,0,0,0,0,"What would Bolton, one of the dumbest people in Washington, know? Wasn’t he the person who so stupidly said, on television, “Libyan solution”, when describing what the U.S. was going to do for North Korea? I’ve got plenty of other Bolton “stupid stories”.",24000,"2020-12-20 5:04:09",156111,29114,"2020-12-20",1340523358551729920,23956,0,0,0
"N","","",0,0,0,0,0,"Martial law = Fake News. Just more knowingly bad reporting!",62000,"2020-12-20 5:06:28",242167,45118,"2020-12-20",1340523944680580096,53876,0,0,0
"N","","",0,0,0,0,0,"Why isn’t Congress giving our people a Stimulus Bill? It wasn’t their fault, it was the fault of China. GET IT DONE, and give them more money in direct payments.",45000,"2020-12-20 5:18:50",249400,49138,"2020-12-20",1340527057151930112,30225,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"GREATEST ELECTION FRAUD IN THE HISTORY OF OUR COUNTRY!!!",91000,"2020-12-20 5:26:49",425394,86154,"2020-12-20",1340529063799249920,74148,1,0,0
"N","","",0,0,0,0,0,"David is a great guy and patriot. Thank you Lauren! https://t.co/p69H8F52r5",11000,"2020-12-20 16:30:59",119885,22074,"2020-12-20",1340696207560219904,10948,0,0,0
"N","","",0,0,0,0,0,"Cute! https://t.co/bMkuaxd7lL",55000,"2020-12-20 16:52:28",257733,44098,"2020-12-20",1340701616010380032,26614,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Wow! https://t.co/gAttnzPa5d",2000,"2020-12-20 17:51:12",134933,40197,"2020-12-20",1340716395286409984,14932,0,0,0
"N","","",0,0,0,0,0,"“The President was responsible for those direct payments to Americans in the Covid-19 Relief Bill.” @kilmeade @foxandfriends And the Moderna vaccine has already started rolling out. Very smooth distribution!",18000,"2020-12-21 11:51:32",146156,25159,"2020-12-21",1340988270243699968,27775,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Big news coming out of Pennsylvania. Very big illegal ballot drop that cannot be accounted for. Rigged Election!",69000,"2020-12-21 12:24:59",391184,91306,"2020-12-21",1340996686257250048,67839,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Governor @BrianKempGA and his puppet @GeoffDuncanGA, together with the Secretary of State of Georgia, are very slow on Signature Verification, and won’t allow Fulton County to be examined. What are these RINOS hiding? We will easily win Presidential State race. @KLoeffler and....",22000,"2020-12-21 15:30:09",175442,43884,"2020-12-21",1341043284542710016,35668,0,1,0
"N","","",0,0,0,0,0,"Two years ago, the great people of Wisconsin asked me to endorse a man named Brian Hagedorn for State Supreme Court Justice, when he was getting destroyed in the Polls against a tough Democrat Candidate who had no chance of losing. After my endorsement, Hagedorn easily won!...",2000,"2020-12-21 21:48:08",179509,36406,"2020-12-21",1341138407460930048,77123,0,0,0
"N","","",0,0,0,0,0,"“Conservatives Call on State Legislators to Appoint New Electors, in Accordance with the Constitution”
https://t.co/V2akcgvlHD",33000,"2020-12-21 23:51:21",177220,52081,"2020-12-21",1341169419259529984,52462,0,0,0
"N","","",0,0,0,0,0,"Distribution of both vaccines is going very smoothly. Amazing how many people are being vaccinated, record numbers. Our Country, and indeed the World, will soon see the great miracle of what the Trump Administration has accomplished. They said it couldn’t be done!!!",45000,"2020-12-22 14:26:16",217524,36352,"2020-12-22",1341389598296059904,55058,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"THE DEMOCRATS DUMPED HUNDREDS OF THOUSANDS OF BALLOTS IN THE SWING STATES LATE IN THE EVENING. IT WAS A RIGGED ELECTION!!!",12000,"2020-12-22 15:29:24",399989,91865,"2020-12-22",1341405487057819904,124737,1,0,0
"N","","",0,0,0,0,0,"Republicans in the Senate so quickly forget. Right now they would be down 8 seats without my backing them in the last Election. RINO John Thune, “Mitch’s boy”, should just let it play out. South Dakota doesn’t like weakness. He will be primaried in 2022, political career over!!!",46000,"2020-12-23 0:54:43",224296,49649,"2020-12-23",1341547750710799872,35199,0,0,0
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,2,1,0,"“@NewtGingrich Pens Op-Ed on Election Saying he will not Accept Joe Biden as President” @OANN  Newt Gingrich gets it, we are going to WIN! https://t.co/PBHZo2LLNu https://t.co/uG2HjCEo9G",3000,"2020-12-23 1:18:00",144776,40061,"2020-12-23",1341553610996539904,26664,0,1,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Statement by Donald J. Trump, The President of the United States

Full Video: https://t.co/avKfYctPAD https://t.co/i8IMLhH53Q",118000,"2020-12-23 2:04:52",270968,86918,"2020-12-23",1341565405509390080,56988,1,0,0
"N","","",0,0,0,0,0,"They are slow walking the signature verification in Georgia. They don’t want results to get out prior to January 6th. They know what they are trying so hard to hide. Terrible people! @BrianKempGA",42000,"2020-12-23 17:08:35",291241,73872,"2020-12-23",1341792832093360128,41945,1,0,0
"N","","",0,0,0,0,0,"Our embassy in Baghdad got hit Sunday by several rockets. Three rockets failed to launch. Guess where they were from: IRAN. Now we hear chatter of additional attacks against Americans in Iraq... https://t.co/0OCL6IFp5M",72000,"2020-12-23 21:47:13",233517,63205,"2020-12-23",1341862953637819904,73256,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"After seeing the massive Voter Fraud in the 2020 Presidential Election, I disagree with anyone that thinks a strong, fast, and fair Special Counsel is not needed, IMMEDIATELY. This was the most corrupt election in the history of our Country, and it must be closely examined!",82000,"2020-12-23 23:16:23",328025,87025,"2020-12-23",1341885394124610048,63920,1,0,0
"N","","",0,0,0,0,0,"Rush is the GREATEST! https://t.co/W0LhbM2bSt",42000,"2020-12-24 19:03:54",161339,30061,"2020-12-24",1342184240088280064,19140,0,0,0
"N","","",0,0,0,0,0,"More than one million Americans have already received the China Virus Vaccine, a record pace!",29000,"2020-12-24 20:30:57",205301,30151,"2020-12-24",1342206148649299968,29376,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"At a meeting in Florida today, everyone was asking why aren’t the Republicans up in arms &amp; fighting over the fact that the Democrats stole the rigged presidential election? Especially in the Senate, they said, where you helped 8 Senators win their races. How quickly they forget!",42000,"2020-12-24 20:43:19",212920,50004,"2020-12-24",1342209260026020096,29072,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Maria’s show and ratings are better than ever. They are trying to shame her into not telling the truth. Her audience would be gone, and she is far too smart for that. Rigged Election! https://t.co/g3AyaOx3dv",11000,"2020-12-24 20:55:33",141039,34335,"2020-12-24",1342212340436140032,8144,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"VOTER FRAUD IS NOT A CONSPIRACY THEORY, IT IS A FACT!!!",111000,"2020-12-24 20:56:47",488735,109890,"2020-12-24",1342212651447970048,77142,1,0,0
"N","","",0,0,0,0,0,"Twitter is going wild with their flags, trying hard to suppress even the truth. Just shows how dangerous they are, purposely stifling free speech. Very dangerous for our Country. Does Congress know that this is how Communism starts? Cancel Culture at its worst. End Section 230!",8000,"2020-12-24 22:59:54",346714,88766,"2020-12-24",1342243632833809920,54018,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"I saved at least 8 Republican Senators, including Mitch, from losing in the last Rigged (for President) Election. Now they (almost all) sit back and watch me fight against a crooked and vicious foe, the Radical Left Democrats. I will NEVER FORGET!",14000,"2020-12-24 23:06:53",336363,77029,"2020-12-24",1342245390540800000,93783,1,0,0
"N","","",0,0,0,0,0,"MERRY CHRISTMAS!",119000,"2020-12-25 13:32:32",835413,105382,"2020-12-25",1342463237841949952,103825,0,0,0
"N","","",0,0,0,0,0,"Made many calls and had meetings at Trump International in Palm Beach, Florida. Why would politicians not want to give people $2000, rather than only $600? It wasn’t their fault, it was China. Give our people the money!",44000,"2020-12-25 19:36:28",301625,56841,"2020-12-25",1342554825465200128,34537,0,0,0
"N","","",0,0,0,0,0,"The greatest of all time. Fake News! https://t.co/jiWjLrynQW",19000,"2020-12-25 19:38:40",133335,25452,"2020-12-25",1342555377951510016,41015,0,0,0
"N","","",0,0,0,0,0,"Going now to make a short speech to service members from all over the world. It is a celebration of Christmas. Video Conference - Fake News not invited!",28000,"2020-12-25 19:42:17",289734,48060,"2020-12-25",1342556287872229888,29496,0,0,0
"N","","",0,0,0,0,0,"Thank you! https://t.co/579bfpa4TD",24000,"2020-12-25 19:53:44",217229,39129,"2020-12-25",1342559171649169920,25780,0,0,0
"N","","",0,0,0,0,0,"Our $740 defense bill is a gift to China, Russia &amp; Big Tech. It fails to terminate the internationally dangerous Section 230, won’t allow us to bring our troops back home (where they belong), renames &amp; destroys our forts &amp; National Monuments, &amp; makes 5G almost impossible! https://t.co/txJle9Ezlg",18000,"2020-12-26 12:19:12",128592,31799,"2020-12-26",1342807171130599936,11656,0,0,0
"N","","",0,0,0,0,0,"I will not stand by and watch this travesty of a bill happen without reigning in Big Tech. End Section 230 now, before it is too late. So bad for our Country. Show courage, and do what’s right!!! https://t.co/V99lShpLCe",2000,"2020-12-26 12:44:01",157532,41334,"2020-12-26",1342813418177390080,10935,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"If a Democrat Presidential Candidate had an Election Rigged &amp; Stolen, with proof of such acts at a level never seen before, the Democrat Senators would consider it an act of war, and fight to the death. Mitch &amp; the Republicans do NOTHING, just want to let it pass. NO FIGHT!",65000,"2020-12-26 13:00:14",243192,62140,"2020-12-26",1342817496924090112,36064,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"The “Justice” Department and the FBI have done nothing about the 2020 Presidential Election Voter Fraud, the biggest SCAM in our nation’s history, despite overwhelming evidence. They should be ashamed. History will remember. Never give up. See everyone in D.C. on January 6th.",52000,"2020-12-26 13:14:54",257256,68902,"2020-12-26",1342821189077619968,38326,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Where the hell is the Durham Report? They spied on my campaign, colluded with Russia (and others), and got caught. Read the Horowitz Reports about Comey &amp; McCabe. Even the Fake News @nytimes said “bad”. They tried it all, and failed, so now they are trying to steal the election!",32000,"2020-12-26 13:34:06",225539,60922,"2020-12-26",1342826019745639936,19810,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"The U.S. Supreme Court has been totally incompetent and weak on the massive Election Fraud that took place in the 2020 Presidential Election. We have absolute PROOF, but they don’t want to see it - No “standing”, they say. If we have corrupt elections, we have no country!",58000,"2020-12-26 13:51:55",275791,70236,"2020-12-26",1342830505163709952,41376,0,0,0
"N","","",0,0,0,0,0,"A young military man working in Afghanistan told me that elections in Afghanistan are far more secure and much better run than the USA’s 2020 Election. Ours, with its millions and millions of corrupt Mail-In Ballots, was the election of a third world country. Fake President!",78000,"2020-12-26 14:00:10",263746,60571,"2020-12-26",1342832582606599936,58888,0,0,0
"N","","",0,0,0,0,0,"I simply want to get our great people $2000, rather than the measly $600 that is now in the bill. Also, stop the billions of dollars in “pork”.",72000,"2020-12-26 14:10:42",413384,74790,"2020-12-26",1342835233306119936,54295,0,0,0
"N","","",0,0,0,0,0,"Thank you Mark. Big numbers found in Arizona.We must win for our Country! https://t.co/I6UXM3cz42",14000,"2020-12-26 16:38:48",167379,37674,"2020-12-26",1342872502306010112,22628,0,0,0
"N","","",0,0,0,0,0,"The lockdowns in Democrat run states are absolutely ruining the lives of so many people - Far more than the damage that would be caused by the China Virus. Cases in California have risen despite the lockdown, yet Florida &amp; others are open &amp; doing well. Common sense please!",83000,"2020-12-26 19:02:58",358537,83037,"2020-12-26",1342908782934960128,78784,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"Time for Republican Senators to step up and fight for the Presidency, like the Democrats would do if they had actually won. The proof is irrefutable! Massive late night mail-in ballot drops in swing states, stuffing the ballot boxes (on video), double voters, dead voters,",66000,"2020-12-26 23:23:35",301486,78897,"2020-12-26",1342974370822690048,109763,0,0,0
"N","","",0,0,0,0,0,"$2000 + $2000 plus other family members. Not $600. Remember, it was China’s fault!",78000,"2020-12-27 2:56:18",400575,69888,"2020-12-27",1343027900740740096,68179,0,0,0
"N","","",0,0,0,0,0,"Michigan AG Dana Nessel Pursues Sanctions Against Lawyers Questioning Election https://t.co/Hb5xckedoN via @BreitbartNews  These lawyers are true patriots who are fighting for the truth and, obviously, getting very close. AG should be sanctioned. Fight on!",25000,"2020-12-27 5:28:37",133843,39085,"2020-12-27",1343066231222449920,20698,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Speaking for America! https://t.co/jowS1B9qqf",18000,"2020-12-27 5:36:44",166480,40422,"2020-12-27",1343068273827579904,14700,0,0,0
"N","","",0,0,0,0,0,"Increase payments to the people, get rid of the “pork”. https://t.co/jq82qFIyUs",3000,"2020-12-27 5:38:13",207620,46351,"2020-12-27",1343068648118870016,26718,0,0,0
"Y","This claim about election fraud is disputed","",0,1,NA,NA,NA,"A must see! https://t.co/WbLDGpaHJX",33000,"2020-12-27 5:40:22",205959,63811,"2020-12-27",1343069190433939968,32527,0,0,0
"N","","",0,0,0,0,0,"On behalf of two GREAT Senators, @sendavidperdue &amp; @KLoeffler, I will be going to Georgia on Monday night, January 4th., to have a big and wonderful RALLY. So important for our Country that they win!",24000,"2020-12-27 22:49:55",229939,46467,"2020-12-27",1343328283824450048,25786,0,0,0
"N","","",0,0,0,0,0,"See you in Washington, DC, on January 6th. Don’t miss it. Information to follow!",82000,"2020-12-27 22:51:36",409276,84743,"2020-12-27",1343328708963300096,83537,0,0,0
"N","","",0,0,0,0,0,"Good news on Covid Relief Bill. Information to follow!",6000,"2020-12-27 23:21:03",301786,46827,"2020-12-27",1343336121040780032,91835,0,0,0
"N","","",0,0,0,0,0,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”",131000,"2020-12-28 21:00:35",454932,122302,"2020-12-28",1343663159085829888,103859,0,0,0
"N","","",0,0,0,0,0,"Give the people $2000, not $600. They have suffered enough! https://t.co/2jOVCnGtXS",29000,"2020-12-29 6:53:15",160750,31444,"2020-12-29",1343812305239290112,17219,0,0,0
"N","","",0,0,0,0,0,"Weak and tired Republican “leadership” will allow the bad Defense Bill to pass. Say goodbye to VITAL Section 230 termination, your National Monuments, Forts (names!) and Treasures (inserted by Elizabeth “Pocahontas” Warren), 5G, and our great soldiers....",26000,"2020-12-29 13:45:11",157939,40655,"2020-12-29",1343915971480839936,27665,0,0,0
"N","","",0,0,0,0,0,"$2000 for our great people, not $600! They have suffered enough from the China Virus!!!",94000,"2020-12-29 13:46:57",374411,59983,"2020-12-29",1343916418316819968,37411,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"“A group of Republican lawmakers in Pennsylvania say 200,000 more votes were counted in the 2020 Election than voters (100% went to Biden). State Representative Frank Ryan said they found troubling discrepancies after an analysis of Election Day data.” @FoxNews This is far....",31000,"2020-12-29 13:59:48",217746,60784,"2020-12-29",1343919651336709888,59636,1,0,0
"N","","",0,0,0,0,0,"Unless Republicans have a death wish, and it is also the right thing to do, they must approve the $2000 payments ASAP. $600 IS NOT ENOUGH! Also, get rid of Section 230 - Don’t let Big Tech steal our Country, and don’t let the Democrats steal the Presidential Election. Get tough! https://t.co/GMotstu7OI",83000,"2020-12-29 19:11:26",190813,51680,"2020-12-29",1343998076084750080,32662,1,0,0
"N","","",0,0,0,0,0,"Loeffler, Perdue Support Increasing Relief Payments to $2K https://t.co/xLFHNDOBIR via @BreitbartNews. Republicans must support the $2000 payments and must FIGHT the crooked presidential election. We won big!",12000,"2020-12-29 21:42:12",102327,26249,"2020-12-29",1344036020162089984,13627,1,1,0
"N","","",0,0,0,0,0,"It is up to the States to distribute the vaccines once brought to the designated areas by the Federal Government. We have not only developed the vaccines, including putting up money to move the process along quickly, but gotten them to the states. Biden failed with Swine Flu!",33000,"2020-12-29 22:44:10",159149,33409,"2020-12-29",1344051613216989952,35685,0,0,0
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,1,1,0,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly. @BrianKempGA Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!",45000,"2020-12-29 22:55:05",264243,67424,"2020-12-29",1344054358418350080,50070,0,1,0
"N","","",0,0,0,0,0,"I love the Great State of Georgia, but the people who run it, from the Governor, @BrianKempGA, to the Secretary of State, are a complete disaster and don’t have a clue, or worse. Nobody can be this stupid. Just allow us to find the crime, and turn the state Republican....",23000,"2020-12-30 4:44:52",179051,41082,"2020-12-30",1344142386935569920,43378,1,0,0
"N","","",0,0,0,0,0,"The Wall Street Journal’s very boring &amp; incoherent Editorial fails to mention my big &amp; easy wins in Texas, Florida, Ohio, Iowa &amp; many other states that the @WSJ &amp; other joke polls said I would lose. Also, they fail to mention the fact that I got many Republican Senators elected..",11000,"2020-12-30 5:57:59",161868,34953,"2020-12-30",1344160786252529920,30253,1,0,0
"N","","",0,0,0,0,0,"New Lott study estimates 11,350 absentee votes lost to Trump in Georgia. Another 289,000 ""excess (fraudulent) votes"" across GA, AZ, MI, NV, PA, and WI. Check it out! ➡️https://t.co/eIBjdmox5R https://t.co/2MlKVbBoLO",15000,"2020-12-30 6:49:14",131000,38166,"2020-12-30",1344173684983020032,17556,1,0,0
"Y","This claim about election fraud is disputed","",0,1,0,0,1,"“Barack Obama was toppled from the top spot and President Trump claimed the title of the year’s Most Admired Man. Trump number one, Obama number two, and Joe Biden a very distant number three. That’s also rather odd given the fact that on November 3rd, Biden allegedly racked up",27000,"2020-12-30 12:29:52",189893,42753,"2020-12-30",1344259405274089984,41007,1,0,0
"N","","",0,0,0,0,0,"The Federal Government has distributed the vaccines to the states. Now it is up to the states to administer. Get moving!",26000,"2020-12-30 12:43:27",179264,30881,"2020-12-30",1344262826261680128,22848,0,0,0
"N","","",0,0,0,0,0,"$2000 ASAP!",163000,"2020-12-30 13:20:11",302827,55513,"2020-12-30",1344272069727559936,31592,0,0,0
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,1,1,0,"Hearings from Atlanta on the Georgia Election overturn now being broadcast. Check it out. @OANN @newsmax and many more. @BrianKempGA should resign from office. He is an obstructionist who refuses to admit that we won Georgia, BIG! Also won the other Swing States.",28000,"2020-12-30 14:26:16",183200,49303,"2020-12-30",1344288700851739904,22601,0,1,0
"N","","",0,0,0,0,0,"Hearings from Atlanta on the Georgia Election overturn now being broadcast LIVE via @RSBNetwork! 
https://t.co/ogBvLbKfqG",15000,"2020-12-30 15:45:30",129540,32791,"2020-12-30",1344308641286000128,17787,0,0,0
"N","","",0,0,0,0,0,"Thank you, a great honor! https://t.co/9GfT5c8hY0",39000,"2020-12-30 19:02:43",206717,44291,"2020-12-30",1344358271570870016,20415,0,0,0
"N","","",0,0,0,0,0,"Twitter is shadow banning like never before. A disgrace that our weak and ineffective political leadership refuses to do anything about Big Tech. They’re either afraid or stupid, nobody really knows!",5000,"2020-12-30 19:05:45",259126,63698,"2020-12-30",1344359034716110080,25645,0,0,0
"N","","",0,0,0,0,0,"JANUARY SIXTH, SEE YOU IN DC!",259000,"2020-12-30 19:06:51",457576,88900,"2020-12-30",1344359312878149888,65875,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,0,1,"The United States had more votes than it had people voting, by a lot. This travesty cannot be allowed to stand. It was a Rigged Election, one not even fit for third world countries!",53000,"2020-12-30 19:38:44",281802,74084,"2020-12-30",1344367336715859968,42716,1,0,0
"N","","",0,0,0,0,0,"Watching @FoxNews is almost as bad as watching Fake News @CNN. New alternatives are developing!",46000,"2020-12-30 21:27:38",265625,49692,"2020-12-30",1344394741031510016,30610,0,0,0
"N","","",0,0,0,0,0,".@BrianKempGA, his puppet Lt. Governor @GeoffDuncanGA, and Secretary of State, are disasters for Georgia. Won’t let professionals get anywhere near Fulton County for signature verifications, or anything else. They are virtually controlled by @staceyabrams &amp; the Democrats. Fools!",26000,"2020-12-30 21:38:11",172187,46133,"2020-12-30",1344397397280090112,23073,1,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"We now have far more votes than needed to flip Georgia in the Presidential race. Massive VOTER FRAUD took place. Thank you to the Georgia Legislature for today’s revealing meeting!",53000,"2020-12-30 21:51:06",348110,85675,"2020-12-30",1344400646066330112,64199,1,0,0
"N","","",0,0,0,0,0,"Finished off the year with the highest Stock Market in history. Setting records with your 401k’s, just like I said you would. Congratulations to all!",5000,"2021-01-01 3:44:48",377120,59151,"2021-01-01",1344852043681440000,48098,0,0,0
"Y","This claim about election fraud is disputed","",0,1,1,1,0,"Sen. Josh Hawley Slams Walmart Tweet Calling Him a ‘Sore Loser‘ https://t.co/wmShnPcrzj via @BreitbartNews America is proud of Josh and the many others who are joining him. The USA cannot have fraudulent elections!",2000,"2021-01-01 3:52:33",151968,38293,"2021-01-01",1344853996977200128,16671,1,0,0
"N","","",0,0,0,0,0,"HAPPY NEW YEAR!",84000,"2021-01-01 13:30:01",680538,81782,"2021-01-01",1344999320831950080,75887,0,0,0
"N","","",0,0,0,0,0,"I hope to see the great Governor of South Dakota @KristiNoem, run against RINO @SenJohnThune, in the upcoming 2022 Primary. She would do a fantastic job in the U.S. Senate, but if not Kristi, others are already lining up. South Dakota wants strong leadership, NOW!",17000,"2021-01-01 18:40:02",169532,35803,"2021-01-01",1345077337633789952,14142,0,0,0
"N","","",0,0,0,0,0,"The BIG Protest Rally in Washington, D.C., will take place at 11.00 A.M. on January 6th. Locational details to follow. StopTheSteal!",64000,"2021-01-01 19:53:03",293323,70592,"2021-01-01",1345095714687379968,47507,1,0,0
"Y","Election officials have certified Joe Biden as the winner of the U.S. Presidential election","",0,1,2,1,0,"Massive amounts of evidence will be presented on the 6th. We won, BIG! https://t.co/ymncRrNR5t",41000,"2021-01-01 20:10:26",189034,56035,"2021-01-01",1345100089505760000,21500,0,1,0
"N","","",0,0,0,0,0,"NOW! https://t.co/hjC1WW64O6",658,"2021-01-01 20:27:23",91655,26568,"2021-01-01",1345104354358030080,5637,0,0,0
"N","","",0,0,0,0,0,"A great honor! https://t.co/U4WFBWrnF7",11000,"2021-01-01 20:34:14",116173,28566,"2021-01-01",1345106078141400064,11090,0,0,0
"N","","",0,0,0,0,0,".@FoxNews Weekend Daytime is not watchable. Switching over to @OANN!",32000,"2021-01-01 20:36:17",204888,37629,"2021-01-01",1345106595114609920,24734,0,0,0
"N","","",0,0,0,0,0,"Our Republican Senate just missed the opportunity to get rid of Section 230, which gives unlimited power to Big Tech companies. Pathetic!!! Now they want to give people ravaged by the China Virus $600, rather than the $2000 which they so desperately need. Not fair, or smart!",38000,"2021-01-01 20:56:16",219128,54251,"2021-01-01",1345111621430089984,28950,0,0,0
"N","","",0,0,0,0,0,"Before even discussing the massive corruption which took place in the 2020 Election, which gives us far more votes than is necessary to win all of the Swing States (only need three), it must be noted that the State Legislatures were not in any way responsible for the massive....",2000,"2021-01-01 23:27:00",172994,45051,"2021-01-01",1345149555390769920,35014,0,1,0
"N","","",0,0,0,0,0,"January 6th. See you in D.C. https://t.co/vynZTv9lHb",4000,"2021-01-01 23:38:20",173301,57859,"2021-01-01",1345152408591200000,16165,0,0,0
"N","","",0,0,0,0,0,"Republicans should have gotten rid of Section 230 in the Defense Bill, and you wouldn’t have had this problem. Never learn!!! https://t.co/7wR84Rhln0",13000,"2021-01-01 23:47:56",107829,31923,"2021-01-01",1345154826171259904,6232,0,0,0
"N","","",0,0,0,0,0,"Thank you Madison! https://t.co/XyaAHO9CwC",807,"2021-01-01 23:51:39",124522,27993,"2021-01-01",1345155760490160128,5557,0,0,0
"N","","",0,0,0,0,0,"Only because Biden got very few votes, just like the Election! https://t.co/sNIAJ1i5hu",11000,"2021-01-01 23:57:46",117448,26014,"2021-01-01",1345157300588339968,12448,0,0,0
"N","","",0,0,0,0,0,"Because of the Trump Administration, hospitals are now required, effective immediately, to publish their REAL PRICES, which will create competition and drive downs costs MASSIVELY. Won lawsuit last week. Bigger than healthcare, it’s called PRICE TRANSPARENCY....",37000,"2021-01-02 0:10:12",304112,64916,"2021-01-02",1345160427337090048,43411,0,0,0
"N","","",0,0,0,0,0,"Some States are very slow to inoculate recipients despite successful and very large scale distribution of vaccines by the Federal Government. They will get it done!",11000,"2021-01-02 0:27:54",134784,23302,"2021-01-02",1345164883080470016,17921,0,0,0
